,title,time_stamp,article
0,郭帆:《流浪地球》或重映新版本 尝试加长一点,2020年07月20日 15:07,"  新浪娱乐讯 导演郭帆在直播连线中透露:“在重映的影片中应该能看到《流浪地球》,而且有可能看到一个不太一样的版本。我们正在尝试,去加长一点,或者......反正和之前的版本不太一样。”<sep>  他表示除了在筹备《流浪地球2》,手上还有另一部将早一点面世的新片。而《流浪地球2》还会继续和刘慈欣合作。<sep>(责编:小万)"
0,郭敬明晒自拍直呼胖了 透露将为《阴阳师》做后期,2020年07月20日 13:01,"  新浪娱乐讯 7月20日,郭敬明<sep>在微博晒出一张车内自拍,并发文:“可能是我的错觉.....我觉得我胖了......晚上飞去北京做阴阳师的后期咯。刚看了几个特效总监发给我的镜头小样,好好好好好牛啊.....我的亲娘......”<sep>  网友纷纷评论道:“我们可能对胖的理解不一样”“这个自拍我给80分!”“太期待阴阳师了”“相信四导的眼光”“ <sep>(责编:麦子七)"
0,受疫情影响 上影节取消开闭幕红毯及金爵奖评奖,2020年07月20日 12:13,"  新浪娱乐讯 7月20日,上海国际电影电视节在沪举办新闻发布会,组委会透露,由于疫情原因,今年上海电影节金爵奖、亚洲新人奖不评奖,仅公布“官方入选片”、不举办金爵盛典暨红毯和颁奖盛典暨红毯。<sep>  本届电影节的展映分为影院展映、露天展映和线上展映三大部分。影院展映影片为320多部,其中世界首映、国际首映、亚洲首映和中国首映片为232部,共分成36个大小单元,在全市29家指定影院展映。<sep>  今年上海电影节除了展映,将举办6场聚焦电影行业众所关注主题的金爵电影论坛,以及包括是枝裕和、拉夫·迪亚兹等国际著名影人在内的六场电影大师班,“一带一路”电影节联盟继续受到欢迎。<sep>(责编:小5)"
0,《哈利·波特》全系列IMAX版将在上海电影节重映,2020年07月19日 07:38,"  新浪娱乐讯 7月18日,《哈利·波特》电影全集八部宣布将在今年上海电影节进行展映,庆祝“哈利·波特20周年”,据悉影片都是IMAX格式,排片也曝光。本届上影节于7月25日开幕。<sep>  此外,《哈利·波特与魔法石》的4K高清修复3D版也将于近期在中国内地上映,尚待定档。<sep>   <sep>(责编:Blue)"
0,曝柏林影后黑木华与室毅热恋 二人差14岁半同居,2020年07月18日 14:15,"  新浪娱乐讯 据台湾媒体报道,30岁日本女演员黑木华曾拿过柏林影展影后,2016年主演电视剧《重版出来!》,呆萌又充满正能量的形像,至今仍令人印象深刻。鲜少传绯闻的她,近来被日媒爆料新恋情,疑似与男星室毅展开“半同居生活”,消息一出掀起外界热烈讨论。<sep>  当年在日剧《重版出来!》中,黑木华饰演一名漫画杂志的新人编辑,室毅则是在剧中扮演知名漫画家的第一助手。该剧已在2016年播毕,没想到,相差14岁的2人近日竟传出恋爱传闻。<sep>  据日媒《女性SEVEN》报导,从4月份起,黑木华搬到室毅居住的大楼,虽然是同楼、不同单位,但此举方便约会,也能避人耳目。据悉,双方都是从小型舞台剧出身的演员,合作过日剧《重版出来!》和电影《大幕拉开》,且都爱喝酒,被日媒形容相当速配。(ETtoday/文)<sep>(责编:Koyo)"
0,影院重启或迎报复性观影?专家:需头部影片带动,2020年07月18日 13:39,"  中新社北京7月18日电 (记者 高凯)停摆近半年,电影院日前迎来即将“解封”的好消息。<sep>  在疫情防控的前提下,人们对重回影院反应积极,“请在电影院为我安排一个床位”“终于重回大银幕,先看哪一部是个问题”,网络上相关消息的留言区一片欢呼,很多网友甚至已经郑重列出了愿望片单。<sep>  事实上,此前就曾有观点认为,经过疫情期间的被迫等待,影院的再次开启将极大刺激人们的观影热情,院线或将迎来令人惊喜的“报复性观影”。<sep>  对此,中国电影评论学会会长饶曙光表示,人们确实有着很大的观影热情等待释放,但这热情能否转化成“报复性观影”,取决于是否有真正高质量头部电影的带动。<sep>  国家电影局16日发布电影院有序恢复营业的通知后,多部影片随即定档。目前《第一次的离别》《璀璨薪火3D》定档在7月20日上映。此外,《妙先生》选择定档7月21日,成为影院复工后的首部国产动画电影;爱情片《我在时间尽头等你》《荞麦疯长》则循“七夕”定档8月25日。<sep>  不难发现,定档的新片以体量较小的儿童片、文艺片为主。<sep>  “目前看是缺乏有市场竞争力和市场号召力的‘头部影片’。‘报复性观影’需要有头部影片的带动,而头部影片目前仍然处于观望状态。如果没有头部影片的尽快入市,‘报复性观影’也就很难出现。”饶曙光说。<sep>  事实上,半年前“春节档”突然撤空,留有《唐人街探案3》《夺冠》《紧急救援》等多部待映影片,重磅影片并不缺乏项目储备。以光线影业为例,重启的第一时间定档选择了《秒先生》,而非此前预备在“春节档”重磅推出的《姜子牙》。<sep>  对此,饶曙光称,“对于20日电影院的复工开业,整个电影行业包括全社会都有浓厚的观望态度、观望情绪。观众在观望,电影院在观望,制片方在观望,大家都在观望。”<sep>  他认为,尽管影院重启“喜大普奔”,但真正意义上的回暖需要一个过程,影院需要时间适应隔座售票、上座率不超三成等一些新的规定,观众需要时间适应不同于往日的电影院,由此,各方关注的上座率等指标的回升需要时间。<sep>  与此同时,饶曙光强调在保持耐心的同时仍应尽可能争取主动,“重中之重就是电影行业上上下下、方方面面乃至全社会如何有效有序有力推动头部影片尽快入市,激发观众的观影热情和热潮。”(完)<sep>(责编:Koyo)"
0,京阿尼纵火案一周年追悼式举行 遇难者家属出席,2020年07月18日 11:33,"  新浪娱乐讯 据日媒报道,京阿尼纵火案一周年追悼式于18日,在京都动画第一工作室旧址举行,包括36位遇难者的家属以及京都动画社长八田英明在内,约100人参加。<sep>  八田社长表示,一年前发生于此地的事件令人超乎想象的悲痛,“来自京都本地和全国的,优秀的创作者们被突如其来的灾难夺走了未来。悲痛,遗憾,除此之外别无他言。”八田社长称今后仍将为全世界的观众,尤其是孩子们,带去充满梦想、希望和感动的作品。“即便步速缓慢,我们也誓将一步步往前进。”<sep>  受新冠疫情影响,为避免群聚,此次追悼式并不开放公众参与。但京阿尼通过官方油管发布了追悼视频,以供观众表达哀思。(新娱/文)<sep>(责编:Koyo)"
0,“美队”高斯林合作新片 预算为Netflix史上最高,2020年07月18日 08:33,"  新浪娱乐讯 据外媒报道,瑞恩·高斯林和克里斯·埃文斯将主演新动作惊悚《灰色人》(The Gray Man),罗素兄弟(《复仇者联盟3、4》)执导。将是Netflix至今出品的预算最高的电影,成本2亿美元以上,希望打造一个和《007》级别相同的间谍系列。<sep>  剧本由乔·罗素和参与过《美国队长》《复联》系列的老搭档Christopher Markus及Stephen McFeely联合编写。基于马克·格里尼所著同名小说,聚焦前中情局间谍、自由职业杀手科特· 金特里。影片讲述两个杀手间的致命对决,金特里(高斯林)被前中情局同事劳埃德·汉森(埃文斯)在全球范围内追捕。(新娱/文)<sep>(责编:Koyo)"
0,电影院即将开门 工作人员感叹:终于不用做微商了,2020年07月18日 07:30,"  中新网客户端北京7月17日电(袁秀月)位于北京市东三环的朝阳剧场,最近上演了一出“48小时反转戏”。<sep>  7月16日,国家电影局下发通知,低风险地区在电影院各项防控措施有效落实到位的前提下,可于7月20日有序恢复开放营业。中高风险地区暂不开放营业。<sep>  然而,就在48小时前,朝阳剧场在关门近6个月后重开,只不过出现在剧场的不是电影、演出,而是各类生鲜,公告栏上的旧演出信息被新的菜价单覆盖。<sep>  朝阳剧场。袁秀月 摄<sep>  从剧场变身惠民便利店,有网友感叹,影剧院是真的难。7月16日下午,中新网实地探访朝阳剧场,生鲜便民服务中心的条幅及牌子已经撤走,大门上贴上了“停业”两个字,但从玻璃门往里面看,还能看到新鲜的蔬菜和水果。有周围的居民来买菜,也被挡在了门外。工作人员称不知道什么时候恢复营业,相关负责人则表示将会关闭。<sep>  朝阳剧场门口贴着停业标志。袁秀月 摄<sep>  <sep>  48小时内,经历从开业到停业的转变。其实,不只是朝阳剧场,全国各地的电影院都迎来期盼已久的时刻,做微商、送快递 、送外卖、摆地摊、卖酒、卖饮料的影院工作人员将逐步回到正常的轨道。<sep>  有影院经理从4月份在家炒小龙虾做外卖,本来只是想体验一下,但由于影院不开门一直做了两个月。7月初,他无奈停掉了员工的基本工资,就在快要扛不住的时候,终于等来了好消息。<sep>  7月16日,北京市朝阳区的博纳影城仍处于关闭状态。袁秀月 摄<sep>  有影院经理做起了自媒体,拍vlog、卖电影周边产品,7月初接受了同行的建议开始卖酒,还被朋友安利各种微商的赚钱之道。如今,她的社交账号已经从副业变成了上映片单等影院复工信息。<sep>  有影院员工兼职做单车运营,在马路上搬了20多天车,内心充满焦虑和不确定,直到昨天,他说这应该是近半年睡得最好的一次。还有人在刚要投简历时,接到了7月25号复工的消息。也有人立马结束兼职,提前回影院工作。<sep>  资料图:行人经过位于北京市朝阳区望京地区的一家电影院的户外广告。中新社记者 侯宇 摄<sep>  <sep>  不过,要让影院的放映机重新运作,还需要做很多准备工作,员工短缺、设备损坏、影片、密钥等诸多问题都亟待解决。中新网注意到,影院员工流失情况突出,有的只剩下影院经理一个人,多家影院都在发布招聘公告。此外,影院的放映片单、上座率也都是要考虑的因素。<sep>  影院招聘截图<sep>  某影院员工告诉中新网,他们已经确定了7月20日复工,但还没通知去上班,同事也走了几个。此外,她表示由于排片还没确定,应该还要先审核片子,等确定哪天可以放映片子再去做准备工作。也有来自江西的影院员工表示,她所在的影院还没有复工通知,群里也没有听到同城的信息,不过有其他城市的影院已经接到通知打扫了。<sep>  业内人士预测,部分影院可能不会在7月20日准时开业,“还要再等等,不会那么快”。<sep>  目前,正式定档的新片也不多,《第一次的离别》是第一部定档在7月20日的影片,该片计划在全国所有复业的影院上映,目前他们已经在加班加点制作拷贝,并将用最快的快递把硬盘邮寄给所有复工影院。<sep>  《第一次的离别》海报<sep>  7月20日上映的还有纪录片《璀璨薪火》,动画片《妙先生》《呆瓜兄弟》定档7月31日,《我在时间尽头等你》《荞麦疯长》则定档七夕情人节(8月25日)。<sep>  复映影片将成为影院复工后的主打,《战狼2》《中国合伙人》《狼图腾》《何以为家》《十二生肖》《北京爱情故事》《美人鱼》《捉妖记》《风声》《寻梦环游记》等都有望在近期上映。<sep>  《荞麦疯长》海报<sep>  <sep>  1月底,《唐人街探案3》《紧急救援》《姜子牙》《夺冠》《急先锋》等多部春节档电影集体撤档。而据猫眼专业版数据,这几部影片都入围了“待映影片想看数TOP10”。不过,想在影院看到这几部电影可能还需要再等一等。<sep>  最近,多家电影上市公司都公布2020年上半年度业绩预告,情形并不容乐观。今年上半年,金逸影视净利润预计亏损达3.1亿元-3.9亿元,万达电影净利润预计亏损达15亿元-16亿元,而在去年同期,两者的净利润分别有5520万元、5.2亿元。<sep>  上半年,北京文化、欢瑞世纪、慈文传媒等也有不同程度亏损。在第一季度,华谊兄弟、长城影视、唐德影视、横店影视、幸福蓝海等同样呈亏损状态。<sep>  至于亏损的原因,则包括春节档电影撤档、电影院关闭、影视剧拍摄进度延迟等。金逸影视近200家直营影院及广州金逸珠江电影院线有限公司旗下200多家加盟影院全部暂停营业,直接影响了经营收入。万达电影600余家国内影城及境外影城停业,其主投主控的《唐人街探案3》也未能如期上映,致使业绩出现较大亏损。<sep>  万达电影总裁曾茂军曾向媒体透露,《唐人街探案3》本来想在暑期档上映,“但来不及了”,现在无法确定最终档期,但可以肯定的是会选择“大档期”,例如国庆档或春节档。<sep>  由于投资较大、承担风险能力减弱,大片在选择档期上也将更为谨慎,目前很多电影都在观望中。目前待映的电影包括《唐人街探案3》《姜子牙》《美人鱼2》《夺冠》《紧急救援》《急先锋》《749局》《古董局中局》《你好,李焕英》《封神三部曲》《刺杀小说家》《坚如磐石》《猎狐行动》《李娜》等。<sep>  不过另一边,公众的心理状态也呈向好趋势,据猫眼研究院调研显示,5月份观众期待重回影院的占比达到了88%,接近九成。<sep>  随着观影意愿提高和市场的逐步恢复,相信精彩大片连映的那一天不会太远。(完)<sep>(责编:Koyo)"
0,影院如何复工大吉?电影人和时间赛跑就像打游戏,2020年07月17日 17:02,"  封面新闻记者 曾洁 杨帆<sep>  “饭都更香了!”《我不是药神》的导演文牧野得知电影院即将开门,这样形容内心的雀跃。对于等待了170多天的电影人而言,第一次的离别之后,朋友圈刷屏都刷出了过年般的兴奋。<sep>  7月17日,封面新闻记者在成都各大电影院采访中得知,除了等待上级主管部门关于恢复开业的批复,本土电影院线从业者还在积极准备做核酸检测、全面消杀,还要准备密钥、联系放映硬盘,向中影、华夏申报开业信息,做好应急事件演练等程序一个都不能少。<sep>  从7月16日中午获知复工通知到17日相关机构下班(抛开周末两天不算),留给他们的时间不到36小时,电影人完全是和时间在赛跑!<sep>  <sep>  <sep>  7月16日,国家电影局发布关于在疫情防控常态化条件下有序推进电影院恢复开放的通知:低风险地区在电影院各项防控措施有效落实到位的前提下,可于7月20日有序恢复开放营业,中高风险地区暂不开放营业。<sep>  基层的电影院线工作人员放下烧烤、外卖和快递,匆匆赶回影院,准备开张。不过,从7月16日接到通知,到7月20日开业,留给电影人的时间仅仅4天,其中只有两个工作日。<sep>  按照成都市疫情防控指挥部的要求,复工影院从业人员都要做核酸检测,由各区市县负责协调当地卫生部门进行检测。<sep>  得知这一消息,成都星美院线旗下的和平电影院早早做好了准备,立刻和区卫生局联系。原本检测核酸需要预约,区卫生局有感于电影人的不容易,马上安排他们17日当天下午做检测,18日就能拿到检测结果。相关行业的薪火相传,让电影人倍感温暖。<sep>  <sep>  <sep>  成都太平洋院线王府井店昨天一接到7月20日可以开业的通知,就立刻通知全体工作人员做好准备,周六全员到岗,做好全面消杀,打扫卫生。<sep>  84消毒液、酒精、免洗消毒液,早已经提前囤好,确保每一场放映结束以后可以对每个座位消杀。口罩也准备非常充足,可以满足员工每4个小时更换一次。<sep>  “等了176天,大多数人还在坚守,一说要复工了,大家都积极回应,要求立马上岗。”据了解,太平洋王府井店有40多位工作人员,停业176天期间,只有2个人自动离职,大部分人还在坚守,期间,他们送过外卖和快递,还有人直播带货,用各种方式展开自救。得知即将开业,所有人放下手头的“副业”,全员响应到岗要求。<sep>  影立方影城东郊记忆店的工作人员告诉记者,大堂的防疫物料、体温计、消毒洗手液、健康码立牌都已经到位,无接触购票区、洗手间等公共区域2小时消毒一次公示牌也张贴好了,还有影厅新风系统、紫外线空气杀毒机都已到位。正在根据最新要求,制作现场不开启卖品区和现场购票区、观影全场请佩戴口罩等公示物料。<sep>  <sep>  <sep>  17日上午,太平洋影城王府井店所在的书院街街道办到现场检查,看影城现场是否符合防控要求,能否复工。开业当天,街道办依然会到场检查。<sep>  开业前的人员培训活动中,他们反复强调,工作人员应该如何做好应急准备,观众需要注意如何防疫,完善接待流程。<sep>  尽管谁都不想遇到突发情况,但是他们依然要做好应急准备,万一遇到观众体温异常情况应该怎么处理,如何上报流程,路线怎么走,隔离室设置在哪里,等等细节都要考虑到位,防患未然,“希望永远不会用上”。<sep>  <sep>  <sep>  截止17日上午,成都所有的影院正在积极提交申报开业的材料,坐等上级主管部门批复。他们计划中的完美节奏,就是17日得到批复,18日拿到核酸检测结果,只要19号能收到节目和密钥,20号就能复工。这看上去像是在完成一场紧张的通关游戏。<sep>  17日中午2点31分,和平电影院方面告诉封面新闻记者,他们已经拿到了硬盘,“下班前开启周六预售。”仅过了8分钟之后,该影院又刷新了新的任务——“开业信息院线已经报给了中影和华夏,就等他俩家密钥了”。当天,和平电影院已经率先拿到了成都市委宣传部文艺处(电影处)的“红头文件”——《关于同意成都市电影集团和平电影院恢复开业的批复》。如果不出意外,7月20日,和平电影院将如约和影迷朋友见面。<sep>  “无论是看一场新片,还是复映的老片,我们都会全力以赴。最坏的打算是哪怕20日无法放映电影,我们也会全员到岗,等待可以放片子的那天。”一位从业多年的资深院线工作者告诉封面新闻记者,太怀念电影开头的龙标,和影厅关灯以后的光影之旅。她甚至想从并不宽裕的资金里申请一笔宣传经费,用于在户外大屏上的投放。“你说,如果20号我们开业了,影迷们会来吗?”<sep>(责编:kita)"
0,《釜山行》系列还有续集 新作延伸《半岛》女主线,2020年07月17日 14:19,"  新浪娱乐讯 《釜山行》与《半岛》的制作人李东河近日透露,讲述《釜山行》与《半岛》之间所发生故事的一部新作正在策划当中。<sep>  李东河表示,这部新作有可能是电影,也有可能是四集左右的电视剧,将讲述《釜山行》与《半岛》之间所发生的故事,故事的具体时间在《釜山行》的故事两年后,也就是《半岛》的故事两年前。<sep>  李东河还透露,这部策划中的新作计划讲述《半岛》中女主人公一家以及631部队的故事,目前还没有确定具体的制作日程。吕东垠/文 版权所有Mydaily禁止转载<sep>(责编:肉圆)"
0,《误杀》7月20日将重映 去年12月上映票房超12亿,2020年07月17日 12:07,"  新浪娱乐讯 7月17日,电影《误杀》宣布将于7月20日重映。该片由陈思诚监制,柯汶利执导,肖央、谭卓、陈冲、姜皓文等出演,去年12月上映,收获票房超12亿元。<sep>  国家电影局7月16日发布关于在疫情防控常态化条件下有序推进电影院恢复开放的通知:低风险地区在电影院各项防控措施有效落实到位的前提下,可于7月20日有序恢复开放营业。<sep>(责编:小万)"
0,电影院人士:上半年亏超1亿 复工的曙光乍现,2020年07月17日 11:08,"  中新经纬客户端7月17日电 (张燕征)失去了“五一黄金档”,电影院不想再错过暑期档。7月16日中午,在国家电影局宣布低风险地区电影院可于7月20日起有序恢复开放营业后,又一个好消息传来,第23届上海国际电影节将于7月25日正式开幕。<sep>  对于快撑不下去的影院来说,这无异于前方打开了一扇门,寻寻觅觅中看到了前进的方向。目前,电影院复工细则出台,影院准备情况如何?产业链恢复如何?为此,中新经纬客户端采访了抱抱堂传媒总裁林水洋和北京环球艺动影城管理有限公司总经理朱腾。<sep>  <sep>  “低风险区的电影院将于7月20日复工,朋友圈都被这件事情刷屏了。”在北京东三环呼家楼附近某大厦第11层的办公室内,中新经纬记者见到了林水洋,他刚坐下便打开了话匣子。<sep>  “电影院复工的消息在我们预期之内,7月初,业内就有消息说大概在中旬这个时间点复工,不过各大电影院准备复工已经筹备好几个月了,就等着最后的具体复工政策出台。”林水洋一边说,一边将热水浇在茶具上。<sep>  曾从事互联网行业超10年的林水洋,在2015年同合伙人一起成立了抱抱堂传媒公司,公司主要业务包括售卖爆米花、安装TMS影院管理系统及电影院广告投放等。目前,抱抱堂传媒在北京,上海,杭州等城市建立了7大分公司,业务遍及全国400多个城市,服务超过全中国一半以上的影院。<sep>  “目前,在卖品业务方面,和我们合作的影院大概有6000多家,还有3000多家影院安装了我们的TMS影院管理系统。在数字映前业务方面,可以说,我们是行业内的绝对龙头。”林水洋说道。<sep>  谈及疫情对公司造成的影响,林水洋坦言,今年上半年,公司的总营收损失了超1亿元,其中,卖品损失约占一半。他介绍道,爆米花由线下售卖转为线上甩卖,销量和利润大减,不过另外两方面的轻资产业务并未受到太大影响,仍每天和影院保持业务上的联系,包括TMS系统的日常运营及广告业务对接。“幸亏公司的现金流还比较充裕,疫情期间,我们并未裁员,200多位员工的工资还能正常发放。”<sep>  影院复工的消息出来后,对影视圈的所有人都打了一剂强心针,林水洋在朋友圈发文称,“当灯光暗下来的时候,电影在你面前,当灯光再次亮起,电影在你心里。”并另配发《第一次的离别》电影宣发广告,“7月20日,久别盼重逢,复业首日见。”<sep>  林水洋表示,影院复工第一天,该部新片将首次试水。“这部影片属于小成本电影,如果放映两星期可获千万元票房,就可保本,如果卖到千万元以上,行业内其他的优秀影片就会开启抢档期模式。”<sep>  中新经纬记者注意到,目前,林水洋的团队也忙了起来。一方面,根据客户需求,重新安排广告投放的媒体计划。另一方面,也在同影院确认他们目前的运营状态以及档期安排等。<sep>  据影院复工细则显示,单场上座率不得超过30%;影院不得售卖零食饮料,厅内观众不得饮食。针对上述限制条件,林水洋表示,不让售卖零食则意味着公司卖爆米花的业务仍将暂停,但上座率的限制对影院经营影响并不大。“我国影院平均上座率大概在15%以内,所以上座率被限制不用太担心。”<sep>  对于林水洋来说,这次疫情既是危机,也是机遇。“疫情期间,体量较小的公司倒闭后,行业进行整合,这也意味着竞争会减少。另外,我们开拓了新业务即抱抱大屏广告,影院复工后第一天就上线,个人可以通过小程序在影院的屏幕上发布一些祝福或表白的业务,预计将在几十家影院试验1个月,测试完成后可以在全国范围内推广。”<sep>  林水洋指出,此次疫情加速了影院的现代化和商业化。他介绍道,疫情期间,影院为了减少人工成本,引入影院管理系统后可以极大的减少人工成本支出。“比如影院的放映室大概需要三至四人运营,引进系统后只需1人便可负责维护。另外,我们在疫情期间还同电商直播平台合作,进行映前广告业务置换直播销售额等活动,这些都是全新的业务合作模式。”<sep>  值得一提的是,此次影院复工是否会出现报复性消费也让人期待。在林水洋看来,电影院不仅仅是内容的发行窗口,还是主要的社交场所。“现在,全国的学生都已放暑假,这时候上映的影片刚好赶上暑期档,因疫情压抑了半年的社交需求亟待释放,影院将观众吸引来,也能带动商场的整体销售情况。”<sep>  <sep>  “听到影院允许复工的消息后,电影人可以说是喜极而泣。我立刻和影城的一些负责人召开了视频会议。”朱腾对中新经纬记者表示,在会议上,他分别交代了打扫影院卫生、准备防疫物资、跟房东谈租金,离职岗位需要重新安排招聘等事项。<sep>  目前,朱腾管理着公司旗下的两家悠渡影城,一家位于广东东莞,另一家位于成都都江堰。“听到影院复工时间后,院线圈都沸腾了,看到复工要求后,大家又冷静了下来。对我们来说,可谓喜忧参半。”<sep>  他无奈地介绍道,从今年3月末到6月,行业内不断传出影院即将复工的消息,院线经理也早早的准备好了消毒用品、额温枪等防疫物资,不过一直没有具体细则出台。“这次影院复工要求非常严格,除了限制上座率和不能卖零食饮料,单部电影时长不得超过120分钟,排片场次还被缩减50%。另外,并不是全国所有的低风险区都可以在7月20日恢复营业,这一切都需要等当地政府的具体通知。”<sep>  令朱腾感到棘手的是,如何将此前因疫情流失的影院运营人员召集回来,也是一件迫在眉睫的事情。“原先每家影城分别有20多名员工,包括全职人员和兼职人员,现在都江堰那家影院10名左右的全职人员还在,但东莞那家影院只剩一名店长和一名运营经理,其他人员全部离职了。”<sep>  在朱腾看来,目前,他负责管理的这两家影院在7月20日暂无法营业。“有的员工转行了就很难再回来,短短三四天时间,怎么能招到合适的影城运营人员?影院刚重启,能开多久?上座率如何......这些都很难保证。”<sep>  值得注意的是,因疫情搁置了半年的租金问题也被重新摆到桌面上。朱腾说道,此前,两家影城的年租金在600万左右。疫情期间,商场给影城免了很少一部分租金,对于没有任何收入的影院来说,怎么支付今年的租金?免几个月的租金?这需要双方不断地协商。<sep>  更令朱腾感到担心的是,在复工后初期,影院没有太多优质影片上映的情况下,大家会不会走到电影院看复映片也值得等待观望。“暂时没有太多新片可以上映,复工初期,大家只能看到往年上映的影片,从新鲜度来说,不少人已经在网上付费看过了,如今也没有必要来影院再看一遍。”<sep>  “复映片不赚钱,观影人数少,但消耗的人工成本和电费都是一样的,这就意味着开业不仅没收入,可能还要倒贴。”朱腾称。<sep>  作为2家影院的管理者,朱腾笑着称,自己的工资从全薪降到半薪,然后降至零薪。“影城的经理尚且如此,可想而知院线圈其他部门薪资发放情况,大家都不容易。”<sep>  疫情让电影院关闭了174天,大部分电影院的从业人员近半年没有收入,朱腾表示,这半年内,他尝试过卖口罩、卖衣服、卖面膜、卖保温杯等,最后决定卖酒。从北京返回老家安徽亳州后,他考察了古井贡酒厂家和当地中药材资源,加入了人参枸杞山药酒的销售团队。“我亲自确认了原料来自长白山的人参,宁夏的枸杞,酒的好品质甚至引来我的老板陆川导演也来订购。”<sep>  凭借着在朋友圈卖酒,朱腾平均每天可净赚千元左右,最多的一天净赚5000元。“都是电影圈的朋友们帮助卖货,我才能按时还房贷。不过,在朋友圈卖货终究不是长久之计,影院复工后,将把工作重心放到影院管理上。”<sep>(责编:小万)"
0,《釜山行2:半岛》蝉联韩国票房冠军 观影数破50万,2020年07月17日 09:28,"  新浪娱乐讯 姜栋元,李贞贤主演的《半岛》连续两天夺得韩国票房冠军,总观影人数突破了50万。<sep>  据韩国电影振兴委员会今天发布的最新数据,《半岛》昨天在韩国创下22万3773名的观影人数,总观影人数达到了57万8547名。《半岛》是今年韩国首映票房最高的影片,以该片当前的票房增长趋势,本周末极有希望突破百万观影大关。<sep>  刘亚仁,朴信惠主演的《活着》昨天以4510名的观影人数排名票房榜第二位,《BIFAN2020幻想短片杰作选1》以4000名的观影人数排在了第三位。吕东垠/文 版权所有Mydaily禁止转载<sep>(责编:肉圆)"
0,电影院要开了 贾樟柯徐峥文牧野等电影人喜大普奔,2020年07月17日 07:36,"  7月16日,影院停工180天以来,终于有了好消息。低风险地区可以从7月20日开始有序开放电影院了。对于整个行业,这个消息如同过年一样。<sep>  尽管30%的上座率以及限制排片等细则,影院不会即刻恢复昔日繁荣,但至少行业可以动起来,就是希望。<sep>  好消息传来,社交网络上一片沸腾,有影迷表示,电影院一开门就要“泡在电影院从早场看到午夜场”,有影视公司的宣传人员在朋友圈分享《好日子》的音乐链接感慨,“今天就像过年一样。”有导演在朋友圈晒出一盆饺子以示庆祝。<sep>  一直在微博上积极呼吁影院复工的导演贾樟柯,在中午发了撸起袖子干的表情,说:“加油!”随后,他又发了几张拍摄花絮照,发文称:“老汉我第一时间告别了街坊邻居,告别了爆米花界,转岗回去拍电影了。”<sep>  大年初一“失约”电影院的导演徐峥,也在第一时间发微博表示,“加油吧!愿所有的影院、影人、观众能重拾信心,扬帆启航,万事顺遂!吉祥如意!”<sep>  《我不是药神》导演文牧野转发人民日报的微博并表示,“快回来吧。”<sep>  《绣春刀》导演路阳发文,“冲啊!去电影院啦。”《流浪地球》导演郭帆转发了他这条消息,并连发三个“给力”表情包。<sep>  王宝强转发了央视新闻微博:“终于可以看电影了!”他主演的《唐人街探案3》因为疫情原因至今未上映,按照目前136分钟的时长,恐怕影院复工后短期内仍无法与观众见面。<sep>  演员姚晨也发微博表示:“喜大普奔!欢迎回到电影的世界。”<sep>  随着影院停业同样停下的票务APP淘票票,发布了一组海报引人泪目,放映员、检票员、保洁员等从业者们等待影院开张的心情焦灼而迫切。<sep>  影院开业,最重要的是电影。<sep>  7月13日,曾获柏林、东京等国际电影节大奖的影片《第一次的离别》,高调官宣将在影院开业首日上映,这样以实际行动支持影院的举动也获得了来自院线方面的支持。7月15日,上海联和院线发文回应称,“感动于首日上映的勇气,将在复工后在宣传、排片上予以支持......你们敢上,我们就敢排!”此外,太平洋、星轶、峨眉等院线也对影片表示了支持和感谢。而7月16日,电影院复工的消息一出,片方也立即发布了定档海报。<sep>  7月16日下午,由李鸿其和李一桐主演的爱情电影《我在时间尽头等你》正式宣布将于七夕(8月25日)上映。海报上“好想和你一起看电影”也戳中了许多观众的心声。该片原定于今年2月14日情人节档上映。<sep>  另一部原定于春节档上映的《急先锋》,也发布了庆祝海报,称“影院等你!”虽然宣传人员表示,“需要等各方协调后确定档期,安排妥当后会第一时间公布”,不过这部电影应该大概率会是复工后第一批上映的影片。<sep>(责编:kita)"
